experiment run details:
  dataset: hoi
  path: /gpfs/mariana/home/envomp/bongard/big_hake/
  prompt method: direct
  prompt structure: labeled

---------------------------------------
  test split name: test_seen_obj_seen_act
---------------------------------------

0 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
107 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
108 | expected:'cat_2' | got='cat_1 | full: [' cat_1']'
109 | expected:'cat_1' | got='cat_2 | full: [' cat_2']'
110 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
111 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
112 | expected:'cat_2' | got='cat_2 | full: [' cat_2\n\n**Reasoning:**\n\nThe rule appears to be whether the person having their tie adjusted is wearing a suit jacket. In all the `cat_2` images, the person having their tie adjusted is wearing a suit jacket. In all the `cat_1` images, the person having their tie adjusted is *not* wearing a suit jacket.\n\nThe test image shows a person wearing a suit jacket while having their tie adjusted. Therefore, it belongs to `cat_2`.']'
113 | expected:'cat_1' | got='cat_2 | full: [' cat_2']'
114 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
115 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
116 | expected:'cat_2' | got='cat_1 | full: [' cat_1']'
117 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
118 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
119 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
120 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
121 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
122 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
123 | expected:'cat_1' | got='cat_2 | full: [' cat_2']'
124 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
125 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
126 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
127 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
128 | expected:'cat_2' | got='cat_1 | full: [' cat_1']'
129 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
130 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
131 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
132 | expected:'cat_2' | got='cat_1 | full: [' cat_1']'
133 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
134 | expected:'cat_2' | got='cat_1 | full: [' cat_1']'
135 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
136 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
137 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
138 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
139 | expected:'cat_1' | got='cat_1 | full: [' cat_1\n\n**Reasoning:**\n\nThe rule appears to be whether the person in the image is *picking* an apple from a tree. \n\n*   **cat_2 images** all show people (or a person lifting a child) reaching for and picking apples from trees.\n*   **cat_1 images** all show people eating or processing apples that are already picked (peeling, biting into, holding a cut apple).\n\nThe test image shows a person peeling an apple, which is a processing action, not picking. Therefore, it belongs to cat_1.']'
140 | expected:'cat_2' | got='cat_2 | full: [' cat_2\n\n**Reasoning:**\n\nThe rule appears to be whether or not the person in the image is looking directly at the camera. \n\n*   **cat_2 images:** All individuals are looking directly at the camera.\n*   **cat_1 images:** All individuals are *not* looking directly at the camera.\n\nThe test image shows a man looking directly at the camera. Therefore, it follows the rule of cat_2 and should be categorized as such.']'
141 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
142 | expected:'cat_2' | got='cat_1 | full: [' cat_1']'
143 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
144 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
145 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
146 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
147 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
148 | expected:'cat_2' | got='cat_1 | full: [' cat_1']'
149 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
150 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
151 | expected:'cat_1' | got='cat_2 | full: [' cat_2']'
152 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
153 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
154 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
155 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
156 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
157 | expected:'cat_1' | got='cat_2 | full: [' cat_2']'
158 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
159 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
160 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
161 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
162 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
163 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
164 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
165 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
166 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
167 | expected:'cat_1' | got='cat_2 | full: [' cat_2']'
168 | expected:'cat_2' | got='cat_1 | full: [' cat_1']'
169 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
170 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
171 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
172 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
173 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
174 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
175 | expected:'cat_1' | got='cat_2 | full: [' cat_2\n\n**Reasoning:**\n\nThe key difference between the two categories appears to be whether the sheep is being actively *shorn* (cat_2) or is being *held/handled* in a more general way (cat_1). \n\nThe cat_2 images all depict someone actively shearing a sheep with clippers. The cat_1 images show people holding, carrying, or standing near sheep without the shearing process occurring.\n\nThe test image shows people touching and interacting with a sheep, but there is no evidence of shearing taking place. Therefore, it aligns with the characteristics of cat_2.']'
176 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
177 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
178 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
179 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
180 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
181 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
182 | expected:'cat_2' | got='cat_2 | full: [' cat_2\n\n**Reasoning:**\n\nThe rule appears to be whether the person holding the remote is looking at the remote. In all the `cat_2` images, the person is looking at the remote. In all the `cat_1` images, the person is *not* looking at the remote.\n\nIn the test image, the woman is looking at the remote. Therefore, it belongs to `cat_2`.']'
183 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
184 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
185 | expected:'cat_1' | got='cat_2 | full: [' cat_2\n\n**Reasoning:**\n\nThe rule appears to be whether the person in the image is looking at a camera. \n\n*   **cat\\_2 images:** All show a person looking directly at the camera.\n*   **cat\\_1 images:** None of the images show a person looking directly at the camera.\n\nThe test image shows a person looking directly at the camera. Therefore, it belongs to `cat_2`.']'
186 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
187 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
188 | expected:'cat_2' | got='cat_1 | full: [' cat_1']'
189 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
190 | expected:'cat_2' | got='cat_2 | full: [" cat_2\n\n**Reasoning:**\n\nThe rule appears to be whether the person being brushed is a child. In the cat_2 images, a person is brushing another person's teeth, and the person being brushed is a child. In the cat_1 images, the toothbrush is not being used to brush someone else's teeth. The test image shows a person brushing a child's teeth, therefore it follows the rule and is categorized as cat_2."]'
191 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
192 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
193 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
194 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
195 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
196 | expected:'cat_2' | got='cat_1 | full: [' cat_1']'
197 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
198 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
199 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
---------------------------------------
Summary for Split 'test_unseen_obj_unseen_act':
 results: {'correct': {'cat_1': 76, 'cat_2': 78}, 'incorrect': {'cat_1': 24, 'cat_2': 22}}
 accuracy: 77.00%

---------------------------------------
