experiment run details:
  dataset: hoi
  model: phi hoi None
  path: /gpfs/mariana/home/envomp/bongard/hake/
---------------------------------------
  test split name: test_seen_obj_seen_act
---------------------------------------

in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.009539052844047546, max_false: -0.007987726479768753, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.0208370853215456, max_false: 0.016534164547920227, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.016462353989481926, max_false: 0.011876668781042099, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.022144416347146034, max_false: 0.0009295511990785599, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.004691908601671457, max_false: 0.0032011126168072224, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.004965023137629032, max_false: -0.013734412379562855, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.007857359014451504, max_false: 0.020267924293875694, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.022757411003112793, max_false: -0.0046460130251944065, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.006976961158216, max_false: 0.023299189284443855, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.005438297521322966, max_false: 0.004233974032104015, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.0014179302379488945, max_false: -0.010127149522304535, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.010111724026501179, max_false: -0.016403816640377045, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.016937972977757454, max_false: 0.009635933674871922, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.032778870314359665, max_false: 0.003059745067730546, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.03214425593614578, max_false: 0.005948307458311319, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.015276639722287655, max_false: 0.013795046135783195, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.011267859488725662, max_false: -0.005363124422729015, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.003023311262950301, max_false: 0.011398554779589176, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.0030463961884379387, max_false: -0.029054855927824974, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.01990552432835102, max_false: 0.004743698984384537, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.010395843535661697, max_false: -0.0014707358786836267, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.016771864145994186, max_false: 0.01410947646945715, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.012200339697301388, max_false: -0.031023969873785973, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.0036107057239860296, max_false: 0.014117098413407803, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.008568628691136837, max_false: -0.023058373481035233, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.022013671696186066, max_false: -0.013918992131948471, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.017838671803474426, max_false: 0.011949149891734123, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.013728265650570393, max_false: 0.01959884539246559, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.00014622323215007782, max_false: -0.014070991426706314, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.023020466789603233, max_false: 0.015521618537604809, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.029497304931282997, max_false: -0.013318908400833607, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.014986335299909115, max_false: -0.008759194985032082, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.002779334783554077, max_false: -0.00740179605782032, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.003773981938138604, max_false: 0.02413531020283699, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.007774351164698601, max_false: -0.012994938530027866, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.006112510338425636, max_false: 0.021624336019158363, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.03011692501604557, max_false: 0.03530914708971977, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.010531210340559483, max_false: -0.023736050352454185, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.010378588922321796, max_false: 0.0006979797035455704, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.030534228309988976, max_false: 0.00045595504343509674, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.013399756513535976, max_false: -0.017255708575248718, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.01292747538536787, max_false: 0.02197427861392498, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.005743257235735655, max_false: -0.004640127066522837, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.03045080415904522, max_false: 0.014382262714207172, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.0157279372215271, max_false: -0.020883025601506233, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.014908542856574059, max_false: -0.004686464089900255, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.04769153892993927, max_false: 0.01982286386191845, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.02056128717958927, max_false: -0.03271812945604324, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.02654867246747017, max_false: -0.01977439783513546, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.028765371069312096, max_false: -0.014714445918798447, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.03260207176208496, max_false: -0.01325957477092743, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.013794534839689732, max_false: 0.01145645696669817, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.0018857584800571203, max_false: -0.012174371629953384, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.0014630425721406937, max_false: -0.01684330590069294, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.013707451522350311, max_false: 0.025929700583219528, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.002052907133474946, max_false: -0.03956892713904381, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.017847826704382896, max_false: -0.03768499940633774, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.025020195171236992, max_false: -0.014247791841626167, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.01793329045176506, max_false: -0.011664129793643951, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.022148704156279564, max_false: -0.010689700953662395, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.026796774938702583, max_false: 0.010684891603887081, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.009915205650031567, max_false: 0.0013038931647315621, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.009150973521173, max_false: -0.0030221205670386553, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.029144154861569405, max_false: -0.018558550626039505, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.02408597618341446, max_false: 0.014686095528304577, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.010746585205197334, max_false: 0.019538437947630882, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.035914648324251175, max_false: -0.02288447879254818, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.015037762001156807, max_false: -0.0026452597230672836, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.013723431155085564, max_false: -0.008833757601678371, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.005515672732144594, max_false: 0.013193430379033089, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.02258252166211605, max_false: 0.0029708335641771555, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.011598261073231697, max_false: -0.004958225879818201, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.008523251861333847, max_false: -0.01816750131547451, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.010825068689882755, max_false: -0.01822037249803543, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.021200403571128845, max_false: -0.03191576153039932, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.006979622412472963, max_false: -0.014223887585103512, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.013299291022121906, max_false: -0.006601929664611816, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.04453763738274574, max_false: -0.014301174320280552, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.010265723802149296, max_false: 0.0026683544274419546, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.014441020786762238, max_false: 0.032801102846860886, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.005999211687594652, max_false: -0.012810691259801388, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.0229161586612463, max_false: -0.003518300596624613, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.01616780273616314, max_false: -0.03138652816414833, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.01336230244487524, max_false: 0.0021219023037701845, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.004868061747401953, max_false: -0.021812323480844498, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.015711665153503418, max_false: -0.0173167884349823, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.007160656154155731, max_false: -0.04909559339284897, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.019878065213561058, max_false: -0.030930064618587494, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.013694907538592815, max_false: 0.005019826348870993, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.02724372409284115, max_false: -0.016491658985614777, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.0032898152712732553, max_false: -0.021186958998441696, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.023063963279128075, max_false: 0.011160687543451786, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.013840043917298317, max_false: 0.011335562914609909, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.021001162007451057, max_false: -0.0058896904811263084, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.0286213681101799, max_false: -0.012067856267094612, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.021489650011062622, max_false: 0.020338408648967743, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.012171853333711624, max_false: -0.006173078902065754, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.010531846433877945, max_false: -0.018412167206406593, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.042047951370477676, max_false: 0.021140681579709053, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.007449164055287838, max_false: -0.01606873795390129, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.001274924841709435, max_false: 0.0002904539287555963, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.0013754466781392694, max_false: -0.0011502746492624283, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.02931518666446209, max_false: 0.015747904777526855, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.011056059040129185, max_false: 0.020034683868288994, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.014922759495675564, max_false: -0.011022490449249744, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.012957657687366009, max_false: -0.004377914592623711, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.01067329477518797, max_false: 0.02519816718995571, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.017276590690016747, max_false: 0.01653325743973255, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.005568300373852253, max_false: -0.0010284441523253918, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.009159442968666553, max_false: 0.004619123414158821, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.004692398477345705, max_false: 0.015833066776394844, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.036224596202373505, max_false: 0.0176891777664423, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.04308195412158966, max_false: -0.012658104300498962, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.003202857682481408, max_false: -0.0008943682769313455, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.006020224653184414, max_false: 0.0015315149212256074, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.004218297079205513, max_false: -0.023227021098136902, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.04010538384318352, max_false: 0.007531417533755302, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.030394239351153374, max_false: -0.0019139075884595513, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.016220541670918465, max_false: -0.02452053315937519, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.007889806292951107, max_false: 0.03231421858072281, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.0013733074301853776, max_false: 0.0069760787300765514, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.033492546528577805, max_false: 0.040049958974123, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.03749101608991623, max_false: 0.023802239447832108, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.00215450138784945, max_false: -0.013717993162572384, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.0044777183793485165, max_false: 0.007503311149775982, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.036491017788648605, max_false: -0.006507824175059795, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.0019771005026996136, max_false: -0.0024821553379297256, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.004565634299069643, max_false: -0.007485684007406235, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.020763186737895012, max_false: -0.02204466424882412, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.0003625890240073204, max_false: 0.0034431973472237587, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.014485985040664673, max_false: 0.00244299229234457, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.002537185326218605, max_false: -0.006658488884568214, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.0024638650938868523, max_false: -0.003861162345856428, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.022580275312066078, max_false: 0.016956256702542305, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.00019615355995483696, max_false: 0.0032350788824260235, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.01577448658645153, max_false: -0.023474184796214104, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.04778546467423439, max_false: 0.007669189944863319, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.014988310635089874, max_false: 0.014198074117302895, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.003304377431049943, max_false: 0.0008564573363400996, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.002218452515080571, max_false: 0.022998742759227753, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.010290581732988358, max_false: 0.004259512759745121, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.0003797402896452695, max_false: -0.01460223738104105, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.029606565833091736, max_false: 0.008792157284915447, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.01588536612689495, max_false: -0.019286315888166428, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.004069841001182795, max_false: 0.00199401774443686, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.012849639169871807, max_false: -0.019455881789326668, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.010797149501740932, max_false: 0.0015675165923312306, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.0027160057798027992, max_false: 0.007075485307723284, correct: False
---------------------------------------
Summary for Split 'test_unseen_obj_seen_act':
 results: {'correct': {'cat_1': 157, 'cat_2': 131}, 'incorrect': {'cat_1': 143, 'cat_2': 169}}
 accuracy: 48.00%

---------------------------------------
  test split name: test_unseen_obj_unseen_act
---------------------------------------

in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.017384329810738564, max_false: 0.013851688243448734, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.0006988901295699179, max_false: -0.010562625713646412, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.005040588788688183, max_false: 0.024938952177762985, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.0007317234412766993, max_false: 0.012858807109296322, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.0023800369817763567, max_false: -0.0039925845339894295, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.02748352289199829, max_false: 0.01144091971218586, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.02836226299405098, max_false: -0.010496762581169605, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.006032425444573164, max_false: -0.007877654395997524, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.004436845425516367, max_false: 0.0036292297299951315, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.016517430543899536, max_false: 0.024882566183805466, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.004360349848866463, max_false: -0.009815399535000324, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.002916929544880986, max_false: 0.012557167559862137, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.013568679802119732, max_false: 0.012155851349234581, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.012844892218708992, max_false: -0.008003578521311283, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.021044565364718437, max_false: -0.0004451382264960557, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.013651586137712002, max_false: -0.011796233244240284, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.007641115691512823, max_false: 0.021112393587827682, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.003622358664870262, max_false: 0.00603113230317831, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.010390589945018291, max_false: 0.014444536529481411, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.019885646179318428, max_false: -0.039455510675907135, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.016586078330874443, max_false: -0.02426861599087715, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.019606193527579308, max_false: -0.020578110590577126, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.026498110964894295, max_false: 0.01748611591756344, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.008703307248651981, max_false: -0.003966456279158592, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.018235890194773674, max_false: 0.027808528393507004, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.02257940173149109, max_false: 0.006256660912185907, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.013764814473688602, max_false: -0.01796462945640087, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.004408194683492184, max_false: -0.03645316883921623, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.007673338521271944, max_false: -0.016348691657185555, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -6.960053724469617e-05, max_false: -0.017537269741296768, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.01636725477874279, max_false: -0.0063475146889686584, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.00843240786343813, max_false: 0.006126804277300835, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.02641734853386879, max_false: -0.013701255433261395, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.000516492931637913, max_false: 0.032305482774972916, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.01786554604768753, max_false: -0.011525696143507957, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.01204359158873558, max_false: 0.01412641815841198, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.029222670942544937, max_false: -0.019851334393024445, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.024527594447135925, max_false: -0.008352618664503098, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.00850291084498167, max_false: 0.010715527459979057, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.0072362665086984634, max_false: 0.00044339196756482124, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.0013768459903076291, max_false: 0.021266529336571693, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.006439927499741316, max_false: 0.03341517969965935, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.026449719443917274, max_false: -0.018835989758372307, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.006178355775773525, max_false: 0.022173697128891945, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.019145885482430458, max_false: 0.008340523578226566, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.03941383957862854, max_false: -0.0004207007877994329, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.011637513525784016, max_false: 0.021607784554362297, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.009053131565451622, max_false: 0.007187088020145893, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.0011300371261313558, max_false: 0.017976541072130203, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.010006786324083805, max_false: 0.018122348934412003, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.045915719121694565, max_false: -0.003108379663899541, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.001505968626588583, max_false: 0.008320435881614685, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.0008308957912959158, max_false: 0.005056613124907017, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.019065551459789276, max_false: -0.01729128696024418, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.013076836243271828, max_false: -0.010938157327473164, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.001944689080119133, max_false: 0.00574129493907094, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.007955752313137054, max_false: -0.005513197276741266, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.026725362986326218, max_false: -0.002000669250264764, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.020451441407203674, max_false: 0.005053034517914057, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.012329685501754284, max_false: 0.0013870550319552422, correct: False
in: torch.Size([456, 3072]), out: torch.Size([3072]), max_true: 0.0117690684273839, max_false: -0.012385696172714233, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.023997019976377487, max_false: -0.003979342989623547, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.005131889134645462, max_false: -0.018765423446893692, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.03727532550692558, max_false: 0.014328351244330406, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.03189700096845627, max_false: 0.0064407214522361755, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.016056427732110023, max_false: 0.004308596253395081, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.009308623149991035, max_false: 0.018595680594444275, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.0003431858494877815, max_false: -0.03721294179558754, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.028090404346585274, max_false: 0.000513363687787205, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.005654479842633009, max_false: -0.028036324307322502, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.051066674292087555, max_false: 0.03726319596171379, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.016799094155430794, max_false: -0.0007674116641283035, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.0029742931947112083, max_false: 0.017741871997714043, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.014481067657470703, max_false: -0.01697247289121151, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.01492924615740776, max_false: 0.0010135072516277432, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.010050795041024685, max_false: -0.0307125486433506, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.021787218749523163, max_false: -0.0022486646194010973, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.018174752593040466, max_false: 0.005423950497061014, correct: False
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: 0.007704629562795162, max_false: -0.012872643768787384, correct: True
in: torch.Size([756, 3072]), out: torch.Size([3072]), max_true: -0.004818946123123169, max_false: -0.015252548269927502, correct: True
